Movie,Article Date,Article Title,Article Description,Topics,Open Coding,Annotation,Annotation,Names,,,,,Open Coding,,,,,,,,Movie
Asteroid City,2023-10-17T14:54:05Z,"‘Barbie,’ ‘Asteroid City’ Among FilmLight Color Grading Award Nominees","Color grading system developer FilmLight announced the nominees for its Color Awards, which recognize the work of colorists on movies, TV and short-form content. In their third year, the competition attracted roughly 400 entries. Winners, which will be select…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Asteroid City,2023-11-01T18:02:48Z,Wes Anderson Talks Early Hollywood Censorship in ‘TCM Picks’ Video for Barbara Stanwyck’s ‘Babyface’ (Exclusive),"Wes Anderson recommends Warner Bros.‘ early Barbara Stanwyck vehicle Babyface, made in 1933 during pre-Production Code Hollywood, for top viewing as part of the November 2023 Turner Classics Movies lineup in the Asteroid City director’s own TCM Picks video th…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Talk to Me,2023-11-01T13:00:28Z,The Touching True Story Behind Talk To Me's Haunted Hand,"The importance of hands in Talk to Me goes beyond the embalmed artifact that summons demons. They&amp;#39;re also a sign of love, as one of the filmmakers revealed.",Production,,Production,Production,,,,,,,,,,,,,,
Talk to Me,2023-10-16T22:00:00Z,"‘Talk To Me’ & ‘The Babadook’ Outfit Causeway Films Opens London Office, Appoints CEO","EXCLUSIVE: Coming off the breakout box office performance of horror hit Talk To Me, Australian production company Causeway Films has expanded internationally opening a London office and appointing Daniel Negret as its Chief Executive Officer. Negret will take…",Production,,Production,Production,,,,,,,,,,,,,,
Talk to Me,2023-10-30T21:08:00Z,Home Entertainment Guide: October 2023,"On the latest new releases, including Barbie, Talk to Me, Insidious: The Red Door, and The Haunted Mansion.",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Talk to Me,2023-11-02T00:28:45Z,"New-Look De Laurentiis Company Teams With 10th Man Pictures, Head Gear & Film Bridge For Period Horror ‘Xelter’ — AFM","EXCLUSIVE: Film Bridge International is launching sales at AFM on horror Xelter, whose producers include The De Laurentiis Company (Hannibal) and Head Gear Films (Talk To Me). The period horror film directed by Martin Bonnici is currently in production in Mal…",Production,,Production,Production,,,,,,,,,,,,,,
Talk to Me,2023-10-26T15:36:08Z,Win Talk to Me on Blu-ray,We have five copies of the horror film to give away!,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Talk to Me,2023-10-20T17:44:06Z,‘Talk to Me’ – 7 Things We Learned from the Blu-ray Commentary Track,"The year’s scariest sleeper hit, Talk to Me became A24’s second highest grossing horror film with $48 million at the domestic box office on a $4.5 million budget. The Australian movie marks the feature debut of co-directors Danny and Michael Philippou, who ro…",Review,,Review,Review,,,,,,,,,,,,,,
Talk to Me,2023-10-17T03:54:06Z,"‘Talk to Me’ Producer Causeway Films Opens U.K. Division, Hires Daniel Negret","Causeway Films, the Australian film production house behind recent breakout “Talk to Me,” has opened a U.K. operation. The company has hired Daniel Negret, formerly of Head Gear Films, as its CEO. Causeway Films was established by producers Kristina Ceyton an…",Production,,Production,Production,,,,,,,,,,,,,,
The Color Purple,2023-10-20T13:00:57Z,Don’t miss these 6 fall 2023 movies that are flying under the radar,"The fall 2023 movie season is packed with hits like Killers of the Flower Moon and The Color Purple, but these six movies are worth watching as well.",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Color Purple,2023-10-18T18:51:57Z,‘The Color Purple’: Oprah Winfrey Reveals The Small Paycheck She Got For Oscar-Nominated Performance As Sofia,Oprah Winfrey is a media mogul but before achieving all of that she starred in The Color Purple back in 1985. Her performance as Sofia in the Steven Spielberg-directed film went on to earn her a nomination at the Oscars. Ahead of the film adaptation of The Co…,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-18T16:01:48Z,"The Color Purple 4K Release Date, Bonus Features","As part of the ongoing 100th anniversary celebration of Warner Bros. Studio, the company has announced The Color Purple 4K release date, when it will release the 1985 film in a stellar transfer. The Color Purple 4K release date is set for December 5, 2023, wh…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-11-13T16:59:13Z,"Jeffrey Wright, America Ferrera, Greta Lee Among Honorees For Critics Choice Celebration Of Cinema & Television Black, Latino, & AAPI Achievements","An impressive lineup of stars including such Oscar-buzzed contenders as Colman Domingo, America Ferrera, Jeffrey Wright, Greta Lee, Da’Vine Joy Randolph and the cast of the upcoming Christmas Day release The Color Purple are among the honorees for the Critics…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-10-18T22:02:05Z,"Oprah Winfrey says starring in 'The Color Purple' was 'the best $35,000' she ever earned","Oprah Winfrey reveals the best $35,000 she ever earned: It came when she starred as Sofia in Steven Spielberg's 1985 film 'The Color Purple.'",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-11-12T18:00:16Z,"The Color Purple (2023): Release Date, Cast, Story Details, Trailer & Everything We Know","Everything that has been confirmed about The Color Purple (2023), the coming-of-age musical film, starring Fantasia Barrino and Taraji P. Henson.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-10-19T02:59:54Z,Oprah Winfrey Reveals How Much She Was Paid for 'The Color Purple' Role,"Oprah Winfrey is looking back at her role in The Color Purple. In a new interview, the 69-year-old media mogul looked back at making her acting debut in the 1985 adaption of Alice Walker’s novel playing Sofia. The role earned her an Academy Award nomination a…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-11-01T23:17:06Z,Genie Trailer Promises Holiday Hijinks On Peacock This Season,"Genie is a new holiday film coming to Peacock on November 22nd. It stars Melissa McCarthy, Paapu Essiedu, Marc Maron (GLOW), Luis Guzmán (Hightown), Tate Ellington (The Brave), and LaChanze (Broadway's The Color Purple). It is directed by Sam Boyd from a scri…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-10-17T15:35:55Z,Melanin Magic: ‘The Color Purple’ Cast Covers ESSENCE & Speaks On Revitalizing & Reintroducing A Soul-Stirring Classic,"ESSENCE has released a star-studded cover to mark a forthcoming bold new take on a beloved soul-stirring film. Oprah, Danielle Brooks, H.E.R., Taraji P. Henson, and Fantasia are covering the publication’s 2023 Holiday Issue for November/December, celebrating …",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-10-18T21:14:13Z,"Oprah Winfrey Says She Only Received $35,000 To Be In ‘The Color Purple’: “The Best $35,000 I Ever Earned”","""It changed everything and taught me so much,"" Winfrey said of the 1985 film, which garnered her an Oscar nod.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-18T15:59:00Z,You Won’t Believe How Much Oprah Earned for 1985’s The Color Purple,"Photo: JC Olivera (Getty Images)

Oprah Winfrey introduced herself to the world with a scene-stealing, Oscar nominated performance in 1985’s The Color Purple, and the rest is history. From there, she launched her influential talk show, started her production …",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-19T15:56:20Z,‘Rustin’ Trailer: Biopic With Colman Domingo As Civil Rights Leader Hits Theaters & Netflix In November,"It’s a big year for Colman Domingo, with three starring roles (four before Focus pushed “Drive-Away Dolls” to next February): “The Color Purple,” “Sing Sing,” and “Rustin.” And “Rustin” reaches audiences first, fresh off its world premiere at Telluride in Aug…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-10-27T20:58:14Z,"Oscars Party Crashers: How ‘The Color Purple,’ ‘The Iron Claw’ and ‘Napoleon’ Could Affect Awards Season","A late-release awards contender can move through Oscar season like a cat. It crouches low, waiting patiently for the right moment to pounce. With the deployment of a skillful campaign, yet-unscreened films waiting in the wings — notably “The Color Purple,” “T…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Color Purple,2023-10-18T18:52:27Z,‘The Color Purple’: Oprah Winfrey Reveals The Small Paycheck She Got For Oscar-Nominated Performance As Sofia,Oprah Winfrey is a media mogul but before achieving all of that she starred in The Color Purple back in 1985. Her performance as Sofia in the Steven Spielberg-directed film went on to earn her a nomination at the Oscars. Ahead of the film adaptation of The Co…,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-17T22:46:11Z,"Oprah Says Starring in Steven Spielberg’s 1985 ‘The Color Purple’ Was the Best $35,000 She Ever Earned: “It Changed Everything”","Oprah Winfrey is reflecting on her time playing Sofia in Alice Walker’s The Color Purple for the 1985 original, saying it’s still one of the best and most meaningful paychecks she’s ever earned. Winfrey, an executive producer on the upcoming movie musical, sa…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-18T15:26:39Z,"From the ‘Barbie’ Editor to ‘The Color Purple’ Makeup Dept. Head, Here Are Variety’s 10 Artisans to Watch in 2023","Dawson recalls seeing “The Nutcracker” at the San Francisco Ballet in second grade and being in awe of the outfits as a pivotal moment for her. Her long-held appreciation for the art of costuming has led her to work on several films and TV shows, including Av…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Color Purple,2023-10-18T15:26:36Z,"Oprah: ‘They Were Only Offering $35,000’ to Star in ‘The Color Purple,’ and It’s the ‘Best $35,000 I Ever Earned’","The upcoming release of “The Color Purple” musical film marks a full circle moment for Oprah Winfrey, who is producing the new adaptation 38 years after playing Sofia in Steven Spielberg’s take on Alice Walker’s seminal novel. Oprah earned an Oscar nomination…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-11-14T16:02:09Z,"Fantasia Returns: The ‘American Idol’ Winner on Turning Down Oprah, Surviving an Overdose and Acting Her Heart Out in ‘The Color Purple’","But that’s exactly what Fantasia Barrino did when the original “Color Purple” star approached her in 2021 to play Celie, an abused and uneducated Southern Black woman at the turn of the 20th century, in a big-screen musical reimagining of the classic film and…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-11-11T02:48:08Z,"Warner Bros. Submits Two Original Songs From ‘The Color Purple’ by Halle Bailey and Director Blitz Bazawule, and Three ‘Wonka’ Tunes Sung by Timothée Chalamet","Warner Bros. will be juggling a lot in the Oscar race for best original song. As confirmed by an FYC advertisement sent to Critics Choice Association members, along with the multiple tracks from “Barbie” by Billie Eilish, Dua Lipa, Mark Ronson and Andrew Wyat…",Production,,Production,Production,,,,,,,,,,,,,,
The Color Purple,2023-11-04T09:20:18Z,"Movies to See This Winter: ‘Hunger Games,’ ‘Maestro’ and More","You have a preview view of this article while we are checking your access. When we have confirmed access, the full will load. Here Are the Most Anticipated Films of the Holiday Season “The Color Purple” and “Poor Things” and Beyoncé lead a list packed with go…",Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
The Color Purple,2023-10-20T17:44:09Z,This 1993 Outfit Kept Whoopi Goldberg From Dressing Up For “a Very Long Time”,"Nineties-era fashion is back in full force, but one of Whoopi Goldberg's outfits from 1993 has been haunting her all these years. Goldberg attended the 1993 Academy Awards in support of her turn in The Color Purple, rocking a metallic brocade jumpsuit in an a…",Review,,Review,Review,,,,,,,,,,,,,,
The Color Purple,2023-11-13T17:12:44Z,"Jeffrey Wright, America Ferrera, Greta Lee Among Honorees For Critics Choice Celebration Of Cinema & Television Black, Latino, & AAPI Achievements","An impressive lineup of stars including such Oscar-buzzed contenders as Colman Domingo, America Ferrera, Jeffrey Wright, Greta Lee, Da’Vine Joy Randolph and the cast of the upcoming Christmas Day release The Color Purple are among the honorees for the Critics…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-10-19T16:06:46Z,What the cast of 'The Color Purple' wants you to know about the musical adaptation,"Here's what to know about the Color Purple movie, including the cast, plot, trailer, when it comes out and what Oprah Winfrey has shared.",Production,,Production,Production,,,,,,,,,,,,,,
The Color Purple,2023-10-19T03:45:49Z,Oprah Winfrey reveals how much she was paid for role in original 'The Color Purple',"Oprah Winfrey, who portrayed Sofia in the 1985 Steven Spielberg film, revealed how much they paid her.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-26T16:46:36Z,"From Coming Out to Steven Spielberg to Working With the Obamas, the Producer of ‘Rustin’ on His Activism for LGBTQ Stories","In 1992, being out at work in Hollywood wasn’t really much of a thing and yet, I found myself coming out to Steven Spielberg in his office. I had started my career in film as the DGA trainee on “The Color Purple” in 1985, keenly aware of how astonishing it wa…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-19T17:56:29Z,Oprah reveals the shockingly low paycheck she received for ‘The Color Purple’,"Media tycoon Oprah Winfrey said Tuesday that her salary for the 1985 film ""The Color Purple"" was the ""best $35,000 I ever made.""",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-10-19T13:43:40Z,These Black Pumps Completed Taraji P. Henson’s Daring Look for Essence Magazine’s Holiday Issue,"Henson was joined for the shoot by her ""The Color Purple"" co-stars Fantasia, H.E.R. and Danielle Brooks along with the film's producer Oprah Winfrey.",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
The Color Purple,2023-10-21T07:32:39Z,Fantasia and Taraji P. Henson shine bright in new ‘The Color Purple’,We’re getting a closer look at Fantasia and Taraji P. Henson in the upcoming remake of The Color Purple thanks to a new trailer just released. This latest take on the classic novel and film will feature an emphasis on the musical numbers with Fantasia reprisi…,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
The Color Purple,2023-11-01T18:23:00Z,Oprah's 2023 Favorite Things List Could Change Everything for These Black Businesses,"LAS VEGAS, NEVADA - APRIL 25: Oprah Winfrey speaks onstage as she promotes the upcoming film “The Color Purple” during the Warner Bros. Pictures Studio presentation during CinemaCon, the official convention of the National Association of Theatre Owners, at Th…",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-29T20:00:00Z,Five Nights at Freddy's Scares Up a Massive Box Office,"Horror movies usually hit big no matter when you release them, but October can help them do especially well. Almost every year, there’s a particular movie that outpaces all the rest, and for 2023, that distinction goes to the newly released Five Nights at Fre…",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-26T19:15:00Z,Five Nights at Freddy's Animatronics Steal the Show in Their Movie Debut,"If you’ve always wanted to see more of Freddy Fazbear’s Pizza, your time has arrived: Five Nights at Freddy’s will soon be both in theaters and streaming on Peacock, offering an entertaining if imperfect expansion on the popular Five Nights at Freddy’s video …",Review,,Review,Review,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T09:13:02Z,Where to watch Five Nights at Freddy's movie online,Five Nights at Freddy's gives a whole new meaning to going out for a slice. Here's where to watch the movie premiere streaming online tonight.,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-30T15:00:23Z,5 movies like Five Nights at Freddy’s you should watch right now,Can't get enough animatronic mayhem from Five Nights at Freddy's? Then check out the five movies like Five Nights at Freddy's that you should watch.,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T17:01:40Z,Five Nights at Freddy’s review: a middling video game adaptation,"Blumhouse's live-action Five Nights at Freddy's is a mildly entertaining, if lackluster, video game adaptation.",Review,,Review,Review,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T23:30:21Z,3 great PG-13 horror movies to check out if you like the Five Nights at Freddy’s movie,Like the hit video game adaptation Five Nights at Freddy's? Then check out these similar PG-13 horror movies right at home.,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-23T23:15:00Z,How Five Nights at Freddy's Brought Friendly Yet Frightening Vibes to Its Puppets,"Image: Universal Pictures

They did it, they really did it. The Freddy Fazbear Pizza band from Five Nights at Freddy’s has been made real, and of course Blumhouse got the Jim Henson Creature Shop to do it.io9 sat down with Five Nights at Freddy’s director Emm…",Review,,Review,Review,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-31T22:30:00Z,Five Nights at Freddy's Trounces Mario and Halloween Ends to Smash Streaming Records,"Image: Universal Pictures

Step aside, Halloween Ends. Sorry ‘bout ya, The Super Mario Bros Movie. There’s a new boss in town, and he’s tall, furry, and reeks of pizza. After a big weekend at the theatrical box office, Five Nights at Freddy’s—which released t…",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-26T15:56:00Z,Five Nights At Freddy's Movie Review Roundup,"So far, it seems Five Nights at Freddy's will join a long list of underwhelming movie adaptations of popular video game franchises. Early reviews call out the horror movie for being loaded down with plot and not filled enough with genuine scares.GameSpot sist…",Review,,Review,Review,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-26T07:01:00Z,Five Nights At Freddy's Movie Review - Too Much Plot,"When the Five Nights at Freddy's movie was originally greenlit eight years ago, the task of adapting this video game into a movie was a lot simpler. That was still right when the series was just getting started, had no meaningful lore, and was just a bare-bon…",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-30T19:20:33Z,Blumhouse's Five Nights At Freddy's gambit paid off,"Five Nights At Freddy’s made a frightfully good showing at last weekend’s box office, pulling in $78 million—enough to unseat both Taylor Swift: The Eras Tour and Killers Of The Flower Moon. This massive (and somewhat unexpected) success was enough to log the…",Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-05T19:54:00Z,"Five Nights At Freddy's ""wins"" the box office again",Blumhouse’s Five Nights At Freddy’s adaptation has triumphed at the box office for the second week in a row—albeit for a definition of “triumph” that has a whiff of the ol’ Pyrrhic victory to it. Variety reports that the PG-13 horror flick suffered a pretty t…,Release and Promotion,,Release and Promotion,Release and Promotion,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-13T13:45:47Z,How Josh Hutcherson Landed Five Nights At Freddy's Biggest Role,"According to director Emma Tammi, Josh Hutcherson immediately grasped what makes the Five Nights at Freddy&amp;#39;s franchise so special.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-28T10:00:00Z,How Five Nights At Freddy's Balances Terror With Innocence [Exclusive],"If the giant animatronics in Five Nights at Freddy&amp;#39;s were only scary, the film wouldn&amp;#39;t work. Emma Tammi discusses why innocence needs to be in the mix.",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T12:00:00Z,That Five Nights At Freddy's Credits Scene Needs An Explainer,The mid-credit scene in Five Nights at Freddy&amp;#39;s gives us a hint at what (or who) we might see in any potential sequels.,Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-02T15:58:00Z,"Five Nights At Freddy's Movie Succeeded ""Beyond My Wildest Dreams,"" Creator Says","Five Nights at Freddy's series creator Scott Cawthon has commented on the success of the movie adaptation, which opened this past weekend and broke records. Posting on Reddit, Cawthon thanked fans for ""making opening weekend such a big success."" The movie has…",Production,,Production,Production,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-25T14:19:00Z,"Five Nights At Freddy's Movie: Do ""Not Expect An R-Rated Version,"" Director Says","While there might be rumors of an R-rated cut of the upcoming Five Nights at Freddy's film, that doesn't seem to be in the cards for the horror movie. Director Emma Tammi stated they're happy with the original intent of aiming for a PG-13 rating for the proje…",Production,,Production,Production,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-30T15:13:00Z,"Five Nights At Freddy's Movie Opens Massive, Breaks Box Office Records",Lackluster reviews and streaming day-and-date on Peacock didn't stop Five Nights at Freddy's from having a record-breaking weekend at the box office. The PG-13 horror movie--based on the video game franchise that debuted in 2014--premiered with the biggest Bl…,Review,,Review,Review,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-16T13:00:00Z,Five Nights At Freddy's Director Is 'Honored' To Be Part Of A Horror Legacy [Exclusive],"Emma Tammi, the director of the long-awaited Five Nights at Freddy&amp;#39;s movie, understands how important it will be to young fans everywhere.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-17T12:45:21Z,"One Young Five Nights At Freddy's Star Loved The Murder-Bots Very, Very Much","Far from being scared, Abby actor Piper Rubio became best friends with Freddy, Chica, Bonnie, and Foxy while working on the Five Nights at Freddy&amp;#39;s movie.",Production,,Production,Production,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-26T14:00:00Z,What do you need to know before watching Five Nights At Freddy's?,"At its most basic level, the appeal of Scott Cawthon’s Five Nights At Freddy’s horror game franchise—set to release its first feature film adaptation from Blumhouse in theaters this week—isn’t hard to grasp: What if a bunch of Chuck E. Cheese robots started a…",Production,,Production,Production,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T13:00:00Z,Five Nights At Freddy's review: Game adaptation is light on fright,"Five Nights At Freddy’s, a cinematic adaptation of Scott Cawthon’s uber-marketable video game franchise, has been in the works for so long that two rip-offs beat it to the big screen. There was The Banana Splits Movie, an oddly inappropriate Hanna-Barbera hor…",Production,,Production,Production,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-25T17:47:00Z,How The Five Nights At Freddy's Movie Mashes Up The Game's Story And Shot For A PG-13 Rating,"The Five Nights at Freddy's movie has taken a long time to come together, but it finally came to fruition thanks in large part to the efforts of indie writer-director Emma Tammi, who worked closely with franchise creator Scott Cawthon to bring the beloved vid…",Production,,Production,Production,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-23T17:45:59Z,"Five Nights At Freddy's: Markiplier Will Not Be In The Movie, Here's Why","Known as the King of FNaF, the popular YouTuber Markiplier will not be appearing in the Five Nights at Freddy&amp;#39;s movie, as previously rumored.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T22:07:54Z,What Critics And Fans Are Saying About Five Nights At Freddy's,"Five Nights at Freddy&amp;#39;s is cleaning up at the box office, but how is it doing with critics and fans? Let&amp;#39;s dig into the reactions.",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-28T16:07:44Z,Five Nights At Freddy's Sets A Halloween Box Office Record With $78 Million Opening Weekend,Congratulations to the entire Fazbear family! Five Nights at Freddy&amp;#39;s is on track for the third biggest opening weekend ever for a horror movie.,Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T15:30:00Z,Five Nights At Freddy's Director Hopes Diehard Fans Will Roll With The Lore Changes [Exclusive],Five Nights at Freddy&amp;#39;s director Emma Tammi struck a fine line between respecting FNaF lore and going her own way. She hopes fans will roll with the punches.,Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T20:08:12Z,The Creepy Thing That Happened On The Five Nights At Freddy's Set,"The Five Nights at Freddy&amp;#39;s cast had a grand ol&amp;#39; time working with the film&amp;#39;s murderous animatronics ... at least, when they weren&amp;#39;t acting of their own accord.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-30T00:25:40Z,Paranormal Activity's Box Office Profits Paved The Road To Five Nights At Freddy's,"Five Nights at Freddy&amp;#39;s is the latest horror blockbuster from Blumhouse Productions, the studio that first struck gold with Paranormal Activity.",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-29T17:45:35Z,Matthew Lillard's Five Nights At Freddy's Villain Needs A Closer Look,Who exactly is Steve Raglan? And what does he have to do with William Afton? Let&amp;#39;s dive into Matthew Lillard&amp;#39;s mysterious character in Five Nights at Freddy&amp;#39;s.,Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-30T17:00:16Z,5 Reasons Five Nights At Freddy's Killed At The Box Office,"Five Nights at Freddy&amp;#39;s was already a huge video game franchise, but there are a variety of reasons the movie over-performed in its opening weekend box office.",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-31T19:00:50Z,Every Way The Five Nights At Freddy's Movie Changes The Video Game Lore,The Five Nights at Freddy&amp;#39;s movie makes some substantial alterations to the lore of the games. Here are the big changes the film made.,Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-06T19:00:50Z,Five Nights At Freddy's Fell Hard At The Box Office – Was The Peacock Release A Mistake?,"After a triumphant first weekend at the box office, Five Nights at Freddy&amp;#39;s took a hard tumble in its second week &ndash; and a certain Peacock may be to blame.",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-05T16:00:11Z,One Twilight Zone Episode Harnessed The Same Horror As Five Nights At Freddy's,If you&amp;#39;re a fan of the new Five Nights at Freddy&amp;#39;s movie or the franchise in general you might want to check out The Twilight Zone episode The After Hours.,Review,,Review,Review,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-06T13:45:18Z,Five Nights At Freddy's Director Was Frightened By Freddy In A Very Real Way On Set,"The director of Five Nights at Freddy&amp;#39;s, Emma Tammi, confesses to being a bit afraid of the animatronics at times. They even moved of their own free will a bit.",Review,,Review,Review,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-04T17:00:09Z,Five Nights At Freddy's Falls Hard At The Box Office With 78% Drop In Second Weekend,"Five Nights at Freddy&amp;#39;s is on track for a 78% drop in its second weekend at the box office, and its day-and-date release on Peacock is mostly to blame.",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-11-07T13:00:14Z,From Five Nights At Freddy's To The Last Of Us: The Video Game Curse Has Lifted,Superhero movies have been declining at the box office ... is now the time for the video game movie?,Comparison,,Comparison,Comparison,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-27T16:00:00Z,Five Nights At Freddy's Director Talks Frightening Fun And The Possibility Of Sister Location [Exclusive Interview],"Emma Tammi, the director of the Five Nights at Freddy&amp;#39;s movie, tells /Film about possible sequels, crafting a creepy atmosphere, Mr. Cupcake, and much more.",Actor/Director,,Actor/Director,Actor/Director,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-29T14:00:00Z,Five Nights At Freddy's Is The Exact Opposite Of The Games In One Key Way,"Unlike the video games, the Five Nights at Freddy&amp;#39;s movie isn&amp;#39;t reliant on jump scares &ndash; and that turns out to be a wise decision.",Story Telling,,Story Telling,Story Telling,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-20T22:00:23Z,Five Nights At Freddy's Is Poised To Become The Next Big Horror Sensation At The Box Office,"Five Nights at Freddy&amp;#39;s is about to become a big box office hit, so expect Blumhouse to turn it into a franchise very, very soon.",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-30T15:19:36Z,Five Nights at Freddy's movie sees second-largest video game adaptation debut of all time,"The Five Nights at Freddy's movie adaptation from Universal and Blumhouse has seen some impressive numbers following its release, breaking several records in the process.

The live-action adaptation of Scott Cawthon's video game series, which stars The Hunger…",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
Five Nights at Freddy's,2023-10-30T20:00:04Z,Five Nights At Freddy's Gave Gen Z A Blockbuster To Call Their Own (And The Box Office Is Better For It),"Five Nights at Freddy&amp;#39;s is the latest recent example of Hollywood serving an under-served audience (in this case, Gen Z) and reaping the box office benefits.",Economic Aspects,,Economic Aspects,Economic Aspects,,,,,,,,,,,,,,
